mouse_stim_side,thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,mouse_none.started,image.started,mouse.started,mouse_none.stopped,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
stimuli/mouse_left.jpg,10,0,5,[np.float64(-0.06666666666666667)],[np.float64(-0.08333333333333333)],[1],[0],[0],[0.1347420000238344],5,0,10,0,6.315683099965099,,6.303178199974354,6.315683099965099,6.516357099986635,6.516357099986635,6.516357099986635,6.635797299968544,[np.float64(-0.06666666666666667)],[np.float64(-0.08333333333333333)],[1],[0],[0],[0.1347420000238344],pilot,001,2025-06-17_21h55.51.705,mouse,,2025.1.1,59.843079459535005,2025-06-17 21h55.53.867417 +0200,
stimuli/mouse_right.jpg,11,1,5,[np.float64(-0.06666666666666667)],[np.float64(-0.08333333333333333)],[0],[0],[1],[0.5515616000047885],5,1,11,1,6.649381699971855,,6.638466599979438,6.649381699971855,6.849237699992955,6.849237699992955,6.849237699992955,7.385767199972179,[np.float64(-0.06666666666666667)],[np.float64(-0.08333333333333333)],[0],[0],[1],[0.5515616000047885],pilot,001,2025-06-17_21h55.51.705,mouse,,2025.1.1,59.843079459535005,2025-06-17 21h55.53.867417 +0200,
stimuli/mouse_left.jpg,12,0,6,[np.float64(-0.07166666666666667)],[np.float64(-0.08666666666666667)],[1],[0],[0],[0.286915400007274],6,0,12,0,7.39987799996743,,7.389821999997366,7.39987799996743,7.59911299997475,7.59911299997475,7.59911299997475,7.871349299966823,[np.float64(-0.07166666666666667)],[np.float64(-0.08666666666666667)],[1],[0],[0],[0.286915400007274],pilot,001,2025-06-17_21h55.51.705,mouse,,2025.1.1,59.843079459535005,2025-06-17 21h55.53.867417 +0200,
stimuli/mouse_right.jpg,13,1,6,[np.float64(-0.06833333333333333)],[np.float64(-0.07833333333333334)],[1],[0],[0],[0.26769000000786036],6,1,13,1,7.8830988999689,,7.874577499984298,7.8830988999689,8.082700299972203,8.082700299972203,8.082700299972203,8.335191299964208,[np.float64(-0.06833333333333333)],[np.float64(-0.07833333333333334)],[1],[0],[0],[0.26769000000786036],pilot,001,2025-06-17_21h55.51.705,mouse,,2025.1.1,59.843079459535005,2025-06-17 21h55.53.867417 +0200,
stimuli/mouse_left.jpg,14,0,7,[np.float64(-0.06833333333333333)],[np.float64(-0.07666666666666666)],[0],[0],[1],[0.25228910002624616],7,0,14,0,8.349149799963925,,8.337179699970875,8.349149799963925,8.54914469999494,8.54914469999494,8.54914469999494,8.786670900008176,[np.float64(-0.06833333333333333)],[np.float64(-0.07666666666666666)],[0],[0],[1],[0.25228910002624616],pilot,001,2025-06-17_21h55.51.705,mouse,,2025.1.1,59.843079459535005,2025-06-17 21h55.53.867417 +0200,
stimuli/mouse_right.jpg,15,1,7,[np.float64(-0.08)],[np.float64(-0.07166666666666667)],[1],[0],[0],[0.12061620003078133],7,1,15,1,8.799179199966602,,8.789547799970023,8.799179199966602,9.000432999979239,9.000432999979239,9.000432999979239,9.105713500001002,[np.float64(-0.08)],[np.float64(-0.07166666666666667)],[1],[0],[0],[0.12061620003078133],pilot,001,2025-06-17_21h55.51.705,mouse,,2025.1.1,59.843079459535005,2025-06-17 21h55.53.867417 +0200,
stimuli/mouse_left.jpg,16,0,8,[np.float64(-0.07)],[np.float64(-0.05333333333333334)],[1],[0],[0],[0.26897050003753975],8,0,16,0,9.115931099979207,,9.107987299968954,9.115931099979207,9.31596829998307,9.31596829998307,9.31596829998307,9.57177799998317,[np.float64(-0.07)],[np.float64(-0.05333333333333334)],[1],[0],[0],[0.26897050003753975],pilot,001,2025-06-17_21h55.51.705,mouse,,2025.1.1,59.843079459535005,2025-06-17 21h55.53.867417 +0200,
stimuli/mouse_right.jpg,17,1,8,[np.float64(-0.07)],[np.float64(-0.05333333333333334)],[0],[0],[1],[0.4188593999715522],8,1,17,1,9.58286699996097,,9.575800799997523,9.58286699996097,9.782353699964006,9.782353699964006,9.782353699964006,10.185684799973387,[np.float64(-0.07)],[np.float64(-0.05333333333333334)],[0],[0],[1],[0.4188593999715522],pilot,001,2025-06-17_21h55.51.705,mouse,,2025.1.1,59.843079459535005,2025-06-17 21h55.53.867417 +0200,
stimuli/mouse_left.jpg,18,0,9,[np.float64(-0.07)],[np.float64(-0.05333333333333334)],[1],[0],[0],[0.18472419999307021],9,0,18,0,10.199843599984888,,10.188244299963117,10.199843599984888,10.399277699994855,10.399277699994855,10.399277699994855,10.56995299999835,[np.float64(-0.07)],[np.float64(-0.05333333333333334)],[1],[0],[0],[0.18472419999307021],pilot,001,2025-06-17_21h55.51.705,mouse,,2025.1.1,59.843079459535005,2025-06-17 21h55.53.867417 +0200,
stimuli/mouse_right.jpg,19,1,9,[np.float64(-0.06833333333333333)],[np.float64(-0.05333333333333334)],[0],[0],[1],[0.33171719999518245],9,1,19,1,10.582767299958505,,10.572936299955472,10.582767299958505,10.782295799988788,10.782295799988788,10.782295799988788,11.101362299988978,[np.float64(-0.06833333333333333)],[np.float64(-0.05333333333333334)],[0],[0],[1],[0.33171719999518245],pilot,001,2025-06-17_21h55.51.705,mouse,,2025.1.1,59.843079459535005,2025-06-17 21h55.53.867417 +0200,
stimuli/mouse_left.jpg,20,0,10,[np.float64(-0.075)],[np.float64(-0.06)],[1],[0],[0],[0.21995669999159873],10,0,20,0,11.120667399954982,,11.103875599976163,11.120667399954982,11.316490099998191,11.316490099998191,11.332593899976928,11.521588000003248,[np.float64(-0.075)],[np.float64(-0.06)],[1],[0],[0],[0.21995669999159873],pilot,001,2025-06-17_21h55.51.705,mouse,,2025.1.1,59.843079459535005,2025-06-17 21h55.53.867417 +0200,
stimuli/mouse_right.jpg,21,1,10,[np.float64(-0.075)],[np.float64(-0.055)],[0],[0],[1],[0.2330474000191316],10,1,21,1,11.53258169995388,,11.524489799980074,11.53258169995388,11.733211599988863,11.733211599988863,11.733211599988863,11.953160199976992,[np.float64(-0.075)],[np.float64(-0.055)],[0],[0],[1],[0.2330474000191316],pilot,001,2025-06-17_21h55.51.705,mouse,,2025.1.1,59.843079459535005,2025-06-17 21h55.53.867417 +0200,
stimuli/mouse_left.jpg,22,0,11,[np.float64(-0.075)],[np.float64(-0.055)],[1],[0],[0],[0.23851299996022135],11,0,22,0,11.965792100003455,,11.955026199982967,11.965792100003455,12.165936000004876,12.165936000004876,12.165936000004876,12.389742299972568,[np.float64(-0.075)],[np.float64(-0.055)],[1],[0],[0],[0.23851299996022135],pilot,001,2025-06-17_21h55.51.705,mouse,,2025.1.1,59.843079459535005,2025-06-17 21h55.53.867417 +0200,
stimuli/mouse_right.jpg,23,1,11,[np.float64(-0.075)],[np.float64(-0.055)],[0],[0],[1],[0.3157738000154495],11,1,23,1,12.399200199986808,,12.393451299984008,12.399200199986808,12.600021899968851,12.600021899968851,12.600021899968851,12.903193799953442,[np.float64(-0.075)],[np.float64(-0.055)],[0],[0],[1],[0.3157738000154495],pilot,001,2025-06-17_21h55.51.705,mouse,,2025.1.1,59.843079459535005,2025-06-17 21h55.53.867417 +0200,
stimuli/mouse_left.jpg,24,0,12,[np.float64(-0.075)],[np.float64(-0.055)],[1],[0],[0],[0.13319009996484965],12,0,24,0,12.915885999973398,,12.905841599975247,12.915885999973398,13.116586399963126,13.116586399963126,13.116586399963126,13.234704600006808,[np.float64(-0.075)],[np.float64(-0.055)],[1],[0],[0],[0.13319009996484965],pilot,001,2025-06-17_21h55.51.705,mouse,,2025.1.1,59.843079459535005,2025-06-17 21h55.53.867417 +0200,
stimuli/mouse_right.jpg,25,1,12,[np.float64(-0.075)],[np.float64(-0.055)],[0],[0],[1],[0.314537999976892],12,1,25,1,13.249767099972814,,13.237180299998727,13.249767099972814,13.449997899995651,13.449997899995651,13.449997899995651,13.75257439998677,[np.float64(-0.075)],[np.float64(-0.055)],[0],[0],[1],[0.314537999976892],pilot,001,2025-06-17_21h55.51.705,mouse,,2025.1.1,59.843079459535005,2025-06-17 21h55.53.867417 +0200,
stimuli/mouse_left.jpg,26,0,13,[np.float64(-0.075)],[np.float64(-0.055)],[1],[0],[0],[0.16824550001183525],13,0,26,0,13.766438099963125,,13.754515899985563,13.766438099963125,13.966816900006961,13.966816900006961,13.966816900006961,14.12135109998053,[np.float64(-0.075)],[np.float64(-0.055)],[1],[0],[0],[0.16824550001183525],pilot,001,2025-06-17_21h55.51.705,mouse,,2025.1.1,59.843079459535005,2025-06-17 21h55.53.867417 +0200,
stimuli/mouse_right.jpg,27,1,13,[np.float64(-0.075)],[np.float64(-0.055)],[0],[0],[1],[0.3335570999770425],13,1,27,1,14.132917299983092,,14.125127099978272,14.132917299983092,14.3338487999863,14.3338487999863,14.3338487999863,14.654895399988163,[np.float64(-0.075)],[np.float64(-0.055)],[0],[0],[1],[0.3335570999770425],pilot,001,2025-06-17_21h55.51.705,mouse,,2025.1.1,59.843079459535005,2025-06-17 21h55.53.867417 +0200,
stimuli/mouse_left.jpg,28,0,14,[np.float64(-0.075)],[np.float64(-0.055)],[1],[0],[0],[0.1702258000150323],14,0,28,0,14.666285699990112,,14.65906629996607,14.666285699990112,14.867096500005573,14.867096500005573,14.867096500005573,15.023954799980856,[np.float64(-0.075)],[np.float64(-0.055)],[1],[0],[0],[0.1702258000150323],pilot,001,2025-06-17_21h55.51.705,mouse,,2025.1.1,59.843079459535005,2025-06-17 21h55.53.867417 +0200,
stimuli/mouse_right.jpg,29,1,14,[np.float64(-0.075)],[np.float64(-0.055)],[0],[0],[1],[0.25313680002000183],14,1,29,1,15.032769999990705,,15.028137499990407,15.032769999990705,15.234162299952004,15.234162299952004,15.234162299952004,15.472578399989288,[np.float64(-0.075)],[np.float64(-0.055)],[0],[0],[1],[0.25313680002000183],pilot,001,2025-06-17_21h55.51.705,mouse,,2025.1.1,59.843079459535005,2025-06-17 21h55.53.867417 +0200,
stimuli/mouse_left.jpg,30,0,15,[np.float64(-0.075)],[np.float64(-0.055)],[1],[0],[0],[0.16779949999181554],15,0,30,0,15.48253769997973,,15.475777099956758,15.48253769997973,15.684118499979377,15.684118499979377,15.684118499979377,15.838637799955904,[np.float64(-0.075)],[np.float64(-0.055)],[1],[0],[0],[0.16779949999181554],pilot,001,2025-06-17_21h55.51.705,mouse,,2025.1.1,59.843079459535005,2025-06-17 21h55.53.867417 +0200,
stimuli/mouse_right.jpg,31,1,15,[np.float64(-0.075)],[np.float64(-0.055)],[0],[0],[1],[0.16708069999003783],15,1,31,1,15.849847199977376,,15.842815799987875,15.849847199977376,16.04981209995458,16.04981209995458,16.04981209995458,16.204262299987022,[np.float64(-0.075)],[np.float64(-0.055)],[0],[0],[1],[0.16708069999003783],pilot,001,2025-06-17_21h55.51.705,mouse,,2025.1.1,59.843079459535005,2025-06-17 21h55.53.867417 +0200,
stimuli/mouse_left.jpg,32,0,16,[np.float64(-0.075)],[np.float64(-0.055)],[1],[0],[0],[0.0957983999978751],16,0,32,0,16.215775699994992,,16.20735009998316,16.215775699994992,16.419085500005167,16.419085500005167,16.419085500005167,16.50124119996326,[np.float64(-0.075)],[np.float64(-0.055)],[1],[0],[0],[0.0957983999978751],pilot,001,2025-06-17_21h55.51.705,mouse,,2025.1.1,59.843079459535005,2025-06-17 21h55.53.867417 +0200,
stimuli/mouse_right.jpg,33,1,16,[np.float64(-0.075)],[np.float64(-0.055)],[0],[0],[1],[0.13085190003039315],16,1,33,1,16.516055499960203,,16.503260399971623,16.516055499960203,16.699429199972656,16.699429199972656,16.71679849998327,16.819048399978783,[np.float64(-0.075)],[np.float64(-0.055)],[0],[0],[1],[0.13085190003039315],pilot,001,2025-06-17_21h55.51.705,mouse,,2025.1.1,59.843079459535005,2025-06-17 21h55.53.867417 +0200,
stimuli/mouse_left.jpg,34,0,17,[np.float64(-0.075)],[np.float64(-0.055)],[1],[0],[0],[0.017439700022805482],17,0,34,0,16.882159999979194,,16.86431450000964,16.882159999979194,17.033312399988063,17.033312399988063,,17.037581499957014,[np.float64(-0.075)],[np.float64(-0.055)],[1],[0],[0],[0.017439700022805482],pilot,001,2025-06-17_21h55.51.705,mouse,,2025.1.1,59.843079459535005,2025-06-17 21h55.53.867417 +0200,
stimuli/mouse_right.jpg,35,1,17,[np.float64(-0.075)],[np.float64(-0.055)],[0],[0],[1],[0.0986465000314638],17,1,35,1,17.049113099987153,,17.040449799969792,17.049113099987153,17.25008089997573,17.25008089997573,17.25008089997573,17.33474949997617,[np.float64(-0.075)],[np.float64(-0.055)],[0],[0],[1],[0.0986465000314638],pilot,001,2025-06-17_21h55.51.705,mouse,,2025.1.1,59.843079459535005,2025-06-17 21h55.53.867417 +0200,
stimuli/mouse_left.jpg,36,0,18,[np.float64(-0.075)],[np.float64(-0.055)],[1],[0],[0],[0.08285180001985282],18,0,36,0,17.350921999954153,,17.33751729998039,17.350921999954153,17.54966759996023,17.54966759996023,17.566469999961555,17.618806799990125,[np.float64(-0.075)],[np.float64(-0.055)],[1],[0],[0],[0.08285180001985282],pilot,001,2025-06-17_21h55.51.705,mouse,,2025.1.1,59.843079459535005,2025-06-17 21h55.53.867417 +0200,
stimuli/mouse_right.jpg,37,1,18,[np.float64(-0.075)],[np.float64(-0.055)],[0],[0],[1],[0.03530629997840151],18,1,37,1,17.632416100008413,,17.620852999971248,17.632416100008413,17.83283400000073,17.83283400000073,17.83283400000073,17.853631899983156,[np.float64(-0.075)],[np.float64(-0.055)],[0],[0],[1],[0.03530629997840151],pilot,001,2025-06-17_21h55.51.705,mouse,,2025.1.1,59.843079459535005,2025-06-17 21h55.53.867417 +0200,
stimuli/mouse_left.jpg,38,0,19,[np.float64(-0.075)],[np.float64(-0.055)],[1],[0],[0],[0.06736849999288097],19,0,38,0,17.866305499977898,,17.85639460000675,17.866305499977898,18.066924699989613,18.066924699989613,18.066924699989613,18.12106330000097,[np.float64(-0.075)],[np.float64(-0.055)],[1],[0],[0],[0.06736849999288097],pilot,001,2025-06-17_21h55.51.705,mouse,,2025.1.1,59.843079459535005,2025-06-17 21h55.53.867417 +0200,
stimuli/mouse_right.jpg,39,1,19,,,,,,,19,1,39,1,18.133488399966154,,18.12452299997676,18.133488399966154,18.3332395000034,18.3332395000034,18.3332395000034,,,,,,,,,,,,,,,,
