thisRow.t,notes,trial.started,welcome.started,trial.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.019446399994194508,0.03389630001038313,1.0023619999992661,pilot,001,2025-06-17_20h20.26.543,mouse,,2025.1.1,60.372255321432434,2025-06-17 20h20.33.692064 +0200,
