instructions.started,instructions.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.time,participant,session,date,expName,psychopyVersion,OS,frameRate,trial.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,mouse_stim_side,stim_type,stim_side,thank_you.started,thank_you.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.time
0.0003,8.262,[-0.14923595991290983],[-0.23949810475449243],[1],[0],[0],[7.261000000000001],307482,001,2025-06-18_15h55.43.234,mouse,2025.1.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,307482,001,2025-06-18_15h55.43.234,mouse,2025.1.1,Win32,59.52380952,8.2672,9.2774,[-0.14923595991290983],[-0.23949810475449243],[1],[0],[0],[0.798],0,0,0,0,1,stimuli/mouse_left.jpg,button,L,,,,,,,,
,,,,,,,,307482,001,2025-06-18_15h55.43.234,mouse,2025.1.1,Win32,59.52380952,9.2783,9.9103,[-0.14923595991290983],[-0.23949810475449243],[1],[0],[0],[0.43239999997615897],0,1,1,2,1,stimuli/mouse_left.jpg,button,L,,,,,,,,
,,,,,,,,307482,001,2025-06-18_15h55.43.234,mouse,2025.1.1,Win32,59.52380952,9.9111,10.5098,[-0.14923595991290983],[-0.23949810475449243],[1],[0],[0],[0.38169999998807924],0,2,2,3,1,stimuli/mouse_right.jpg,button,R,,,,,,,,
,,,,,,,,307482,001,2025-06-18_15h55.43.234,mouse,2025.1.1,Win32,59.52380952,10.5107,11.3089,[-0.14923595991290983],[-0.23949810475449243],[1],[0],[0],[0.5825999999642377],0,3,3,1,1,stimuli/mouse_right.jpg,button,R,,,,,,,,
,,,,,,,,307482,001,2025-06-18_15h55.43.234,mouse,2025.1.1,Win32,59.52380952,11.3093,12.0915,[-0.14923595991290983],[-0.23949810475449243],[1],[0],[0],[0.5657000000476842],1,0,4,1,1,stimuli/mouse_right.jpg,button,R,,,,,,,,
,,,,,,,,307482,001,2025-06-18_15h55.43.234,mouse,2025.1.1,Win32,59.52380952,12.0922,12.8078,[-0.14923595991290983],[-0.23949810475449243],[1],[0],[0],[0.509300000011919],1,1,5,2,1,stimuli/mouse_left.jpg,button,L,,,,,,,,
,,,,,,,,307482,001,2025-06-18_15h55.43.234,mouse,2025.1.1,Win32,59.52380952,12.809,13.6072,[-0.14923595991290983],[-0.23949810475449243],[1],[0],[0],[0.582300000011923],1,2,6,3,1,stimuli/mouse_right.jpg,button,R,,,,,,,,
,,,,,,,,307482,001,2025-06-18_15h55.43.234,mouse,2025.1.1,Win32,59.52380952,13.6086,14.3234,[-0.14923595991290983],[-0.23949810475449243],[1],[0],[0],[0.4989999999999988],1,3,7,0,1,stimuli/mouse_left.jpg,button,L,,,,,,,,
,,,,,,,,307482,001,2025-06-18_15h55.43.234,mouse,2025.1.1,Win32,59.52380952,14.3239,15.0725,[-0.14923595991290983],[-0.23949810475449243],[1],[0],[0],[0.5326000000238409],2,0,8,0,1,stimuli/mouse_left.jpg,button,L,,,,,,,,
