thisRow.t,notes,trial.started,welcome.started,trial.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.02170119999209419,0.038295899983495474,5.004856700019445,pilot,001,2025-06-17_20h22.23.844,mouse,,2025.1.1,60.00664875238006,2025-06-17 20h22.27.171393 +0200,
