thisRow.t,notes,trial.started,image.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.019663500017486513,0.0345699000172317,0.0345699000172317,1.701646100031212,[np.float64(0.22)],[np.float64(0.10666666666666667)],[0],[0],[1],[1.6818050000001676],pilot,001,2025-06-17_21h15.37.458,mouse,,2025.1.1,60.63795984186506,2025-06-17 21h15.40.594225 +0200,
