thisRow.t,notes,trial.started,welcome.started,brush.started,welcome.stopped,brush.stopped,trial.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.019332399999257177,0.03917020000517368,2.000555600039661,5.050525600032415,7.000717499991879,6.986300199991092,pilot,001,2025-06-17_20h25.55.219,mouse,,2025.1.1,59.51959355992581,2025-06-17 20h25.59.262939 +0200,
