thisRow.t,notes,profilepic.started,drawing_area.started,brush.started,start_button.started,mouse_5.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.01517610001610592,0.03016570000909269,0.03016570000909269,0.03016570000909269,1.014776099997107,,,,,,,,,
