2.5860 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
2.5873 	INFO 	Loaded monitor calibration from ['2025_06_17 20:17']
2.6733 	INFO 	Using renderer 'Intel(R) Iris(R) Xe Graphics' for graphics
2.6733 	INFO 	OpenGL version supported by driver is 4..
2.6831 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001A71F869B10>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001A71F869AB0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001A71F9173A0>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(1520.0), np.float64(780.0)], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
2.6831 	EXP 	window1: backgroundImage = ''
2.6831 	EXP 	window1: backgroundFit = 'none'
2.6983 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.7079 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.7173 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.7265 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.7361 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.7451 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.7546 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.7642 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.7735 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.7827 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.7924 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.8020 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.8113 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.8208 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.8300 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.8397 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.8493 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.8590 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.8688 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.8786 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.8881 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.8884 	DEBUG 	Uploading Texture Font fontname to graphics card
2.8920 	DEBUG 	Upload of Texture Font fontname complete
2.9044 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.9149 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.9246 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.9249 	DEBUG 	Uploading Texture Font fontname to graphics card
2.9279 	DEBUG 	Upload of Texture Font fontname complete
2.9295 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
2.9295 	EXP 	window1: recordFrameIntervals = False
3.1004 	EXP 	window1: recordFrameIntervals = True
3.2834 	EXP 	Screen (0) actual frame rate measured at 60.03Hz
3.2834 	EXP 	window1: recordFrameIntervals = False
3.2961 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
