instructions.started,instructions.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.time,participant,session,date,expName,psychopyVersion,OS,frameRate,trial.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,mouse_stim_side,stim_type,stim_side,thank_you.started,thank_you.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.time
0,1.839,[-0.002777777777777778],[0.003703703703703704],[1],[0],[0],[0.8350000000000009],972670,001,2025-06-18_11h55.19.470,mouse,2025.1.1,Linux x86_64,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,972670,001,2025-06-18_11h55.19.470,mouse,2025.1.1,Linux x86_64,58.82352941,1.841,2.474,[-0.002777777777777778],[0.003703703703703704],[0],[0],[1],[0.41799999999999926],0,0,0,3,1,stimuli/mouse_right.jpg,button,R,,,,,,,,
,,,,,,,,972670,001,2025-06-18_11h55.19.470,mouse,2025.1.1,Linux x86_64,58.82352941,2.475,3.156,[-0.002777777777777778],[0.003703703703703704],[1],[0],[0],[0.46699999999999875],0,1,1,2,1,stimuli/mouse_left.jpg,button,L,,,,,,,,
,,,,,,,,972670,001,2025-06-18_11h55.19.470,mouse,2025.1.1,Linux x86_64,58.82352941,3.157,3.774,[-0.002777777777777778],[0.003703703703703704],[0],[0],[1],[0.40000000000000213],0,2,2,1,1,stimuli/mouse_right.jpg,button,R,,,,,,,,
,,,,,,,,972670,001,2025-06-18_11h55.19.470,mouse,2025.1.1,Linux x86_64,58.82352941,3.774,4.373,[-0.002777777777777778],[0.003703703703703704],[1],[0],[0],[0.3839999999999968],0,3,3,0,1,stimuli/mouse_left.jpg,button,L,,,,,,,,
,,,,,,,,972670,001,2025-06-18_11h55.19.470,mouse,2025.1.1,Linux x86_64,58.82352941,4.373,4.972,[-0.002777777777777778],[0.003703703703703704],[1],[0],[0],[0.39899999999999736],1,0,4,0,1,stimuli/mouse_left.jpg,button,L,,,,,,,,
,,,,,,,,972670,001,2025-06-18_11h55.19.470,mouse,2025.1.1,Linux x86_64,58.82352941,4.974,5.523,[-0.002777777777777778],[0.003703703703703704],[0],[0],[1],[0.3490000000000002],1,1,5,1,1,stimuli/mouse_right.jpg,button,R,,,,,,,,
,,,,,,,,972670,001,2025-06-18_11h55.19.470,mouse,2025.1.1,Linux x86_64,58.82352941,5.523,6.075,[-0.002777777777777778],[0.003703703703703704],[1],[0],[0],[0.33500000000000085],1,2,6,2,1,stimuli/mouse_left.jpg,button,L,,,,,,,,
,,,,,,,,972670,001,2025-06-18_11h55.19.470,mouse,2025.1.1,Linux x86_64,58.82352941,6.076,6.622,[-0.002777777777777778],[0.003703703703703704],[0],[0],[1],[0.33000000000000185],1,3,7,3,1,stimuli/mouse_right.jpg,button,R,,,,,,,,
,,,,,,,,972670,001,2025-06-18_11h55.19.470,mouse,2025.1.1,Linux x86_64,58.82352941,6.622,7.208,[-0.002777777777777778],[0.003703703703703704],[0],[0],[1],[0.38400000000000034],2,0,8,3,1,stimuli/mouse_right.jpg,button,R,,,,,,,,
,,,,,,,,972670,001,2025-06-18_11h55.19.470,mouse,2025.1.1,Linux x86_64,58.82352941,7.208,7.872,[-0.002777777777777778],[0.003703703703703704],[0],[0],[1],[0.4499999999999993],2,1,9,1,1,stimuli/mouse_right.jpg,button,R,,,,,,,,
,,,,,,,,972670,001,2025-06-18_11h55.19.470,mouse,2025.1.1,Linux x86_64,58.82352941,7.872,8.456,[-0.002777777777777778],[0.003703703703703704],[1],[0],[0],[0.3670000000000009],2,2,10,0,1,stimuli/mouse_left.jpg,button,L,,,,,,,,
,,,,,,,,972670,001,2025-06-18_11h55.19.470,mouse,2025.1.1,Linux x86_64,58.82352941,8.456,9.039,[-0.002777777777777778],[0.003703703703703704],[1],[0],[0],[0.36699999999999733],2,3,11,2,1,stimuli/mouse_left.jpg,button,L,,,,,,,,
,,,,,,,,972670,001,2025-06-18_11h55.19.470,mouse,2025.1.1,Linux x86_64,58.82352941,9.039,9.607,[-0.002777777777777778],[0.003703703703703704],[1],[0],[0],[0.3670000000000009],3,0,12,2,1,stimuli/mouse_left.jpg,button,L,,,,,,,,
,,,,,,,,972670,001,2025-06-18_11h55.19.470,mouse,2025.1.1,Linux x86_64,58.82352941,9.607,10.206,[-0.002777777777777778],[0.003703703703703704],[0],[0],[1],[0.3829999999999991],3,1,13,1,1,stimuli/mouse_right.jpg,button,R,,,,,,,,
,,,,,,,,972670,001,2025-06-18_11h55.19.470,mouse,2025.1.1,Linux x86_64,58.82352941,10.206,10.823,[-0.002777777777777778],[0.003703703703703704],[0],[0],[1],[0.40000000000000213],3,2,14,3,1,stimuli/mouse_right.jpg,button,R,,,,,,,,
,,,,,,,,972670,001,2025-06-18_11h55.19.470,mouse,2025.1.1,Linux x86_64,58.82352941,10.823,11.39,[-0.002777777777777778],[0.003703703703703704],[1],[0],[0],[0.3500000000000014],3,3,15,0,1,stimuli/mouse_left.jpg,button,L,,,,,,,,
,,,,,,,,972670,001,2025-06-18_11h55.19.470,mouse,2025.1.1,Linux x86_64,58.82352941,11.391,11.974,[-0.002777777777777778],[0.003703703703703704],[1],[0],[0],[0.3680000000000021],4,0,16,2,1,stimuli/mouse_left.jpg,button,L,,,,,,,,
,,,,,,,,972670,001,2025-06-18_11h55.19.470,mouse,2025.1.1,Linux x86_64,58.82352941,11.974,12.54,[-0.002777777777777778],[0.003703703703703704],[0],[0],[1],[0.3500000000000014],4,1,17,1,1,stimuli/mouse_right.jpg,button,R,,,,,,,,
,,,,,,,,972670,001,2025-06-18_11h55.19.470,mouse,2025.1.1,Linux x86_64,58.82352941,12.541,13.224,[-0.002777777777777778],[0.003703703703703704],[0],[0],[1],[0.4670000000000023],4,2,18,3,1,stimuli/mouse_right.jpg,button,R,,,,,,,,
,,,,,,,,972670,001,2025-06-18_11h55.19.470,mouse,2025.1.1,Linux x86_64,58.82352941,13.225,13.775,[-0.002777777777777778],[0.003703703703703704],[1],[0],[0],[0.33399999999999963],4,3,19,0,1,stimuli/mouse_left.jpg,button,L,,,,,,,,
,,,,,,,,972670,001,2025-06-18_11h55.19.470,mouse,2025.1.1,Linux x86_64,58.82352941,,,,,,,,,,,,,,,,,13.775,15.923,[0.05740740740740741],[-0.030555555555555555],[1],[0],[0],[1.1330000000000027]
