mouse_stim_side,thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,mouse_none.started,image.started,mouse.started,mouse_none.stopped,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trialboth.started,mouse_none_2.started,mouse_none_2.stopped,image_2.started,mouse_2.started,trialboth.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
stimuli/mouse_left.jpg,0,0,0,[np.float64(0.09166666666666666)],[np.float64(0.115)],[1],[0],[0],[1.0160063999937847],0,0,0,0,0.03288850001990795,,0.0248777000233531,0.03288850001990795,0.29976570000872016,0.29976570000872016,0.3328592000179924,1.302803100028541,[np.float64(0.09166666666666666)],[np.float64(0.115)],[1],[0],[0],[1.0160063999937847],,,,,,,,,,,,,pilot,001,2025-06-17_22h18.35.586,mouse,,2025.1.1,59.725882097113434,2025-06-17 22h18.38.146725 +0200,
stimuli/mouse_right.jpg,1,1,0,[np.float64(-0.015)],[np.float64(-0.03833333333333333)],[0],[0],[1],[0.3523997000302188],0,1,1,1,1.3156013999832794,,1.3056250999798067,1.3156013999832794,1.6156350999954157,1.6156350999954157,1.6156350999954157,1.9532771999947727,[np.float64(-0.015)],[np.float64(-0.03833333333333333)],[0],[0],[1],[0.3523997000302188],,,,,,,,,,,,,pilot,001,2025-06-17_22h18.35.586,mouse,,2025.1.1,59.725882097113434,2025-06-17 22h18.38.146725 +0200,
stimuli/mouse_left.jpg,2,0,1,[np.float64(-0.016666666666666666)],[np.float64(-0.04)],[1],[0],[0],[0.2983485999866389],1,0,2,0,1.9658855000161566,,1.957001400005538,1.9658855000161566,2.2661958999815397,2.2661958999815397,2.2661958999815397,2.551189500023611,[np.float64(-0.016666666666666666)],[np.float64(-0.04)],[1],[0],[0],[0.2983485999866389],,,,,,,,,,,,,pilot,001,2025-06-17_22h18.35.586,mouse,,2025.1.1,59.725882097113434,2025-06-17 22h18.38.146725 +0200,
stimuli/mouse_right.jpg,3,1,1,[np.float64(-0.016666666666666666)],[np.float64(-0.028333333333333332)],[0],[0],[1],[0.3670224999659695],1,1,3,1,2.565687900001649,,2.553261900029611,2.565687900001649,2.8656427999958396,2.8656427999958396,2.8656427999958396,3.2195635000243783,[np.float64(-0.016666666666666666)],[np.float64(-0.028333333333333332)],[0],[0],[1],[0.3670224999659695],,,,,,,,,,,,,pilot,001,2025-06-17_22h18.35.586,mouse,,2025.1.1,59.725882097113434,2025-06-17 22h18.38.146725 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.224081100022886,3.2324619999853894,3.5327243999927305,3.5327243999927305,3.5327243999927305,4.052467700035777,[np.float64(-0.016666666666666666)],[np.float64(-0.028333333333333332)],[1],[0],[0],[0.5328777999966405],pilot,001,2025-06-17_22h18.35.586,mouse,,2025.1.1,59.725882097113434,2025-06-17 22h18.38.146725 +0200,
