instructions.started,instructions.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.time,participant,session,date,expName,psychopyVersion,OS,frameRate,trial.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,mouse_stim_side,stim_type,stim_side,thank_you.started,thank_you.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.time
0.0003,6.9146,[-0.021296268039279514],[-0.028703731960720485],[1],[0],[0],[5.8995000000000015],319462,001,2025-06-18_18h55.00.598,mouse,2025.1.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,319462,001,2025-06-18_18h55.00.598,mouse,2025.1.1,Win32,59.88023952,6.9208,7.8636,[-0.021296268039279514],[-0.028703731960720485],[0],[0],[1],[0.7325999999940365],0,0,0,3,1,stimuli/mouse_right.jpg,button,R,,,,,,,,
,,,,,,,,319462,001,2025-06-18_18h55.00.598,mouse,2025.1.1,Win32,59.88023952,7.8645,8.5973,[-0.021296268039279514],[-0.028703731960720485],[1],[0],[0],[0.5167000000029809],0,1,1,1,1,stimuli/mouse_right.jpg,button,R,,,,,,,,
,,,,,,,,319462,001,2025-06-18_18h55.00.598,mouse,2025.1.1,Win32,59.88023952,8.5979,9.4641,[-0.01481475830078125],[-0.03148150973849827],[1],[0],[0],[0.6490999999940392],0,2,2,2,1,stimuli/mouse_left.jpg,button,L,,,,,,,,
,,,,,,,,319462,001,2025-06-18_18h55.00.598,mouse,2025.1.1,Win32,59.88023952,9.4648,10.2147,[-0.01481475830078125],[-0.03148150973849827],[1],[0],[0],[0.5332999999970198],0,3,3,0,1,stimuli/mouse_left.jpg,button,L,,,,,,,,
,,,,,,,,319462,001,2025-06-18_18h55.00.598,mouse,2025.1.1,Win32,59.88023952,10.2162,10.8983,[-0.01481475830078125],[-0.03148150973849827],[0],[0],[1],[0.4658000000119209],1,0,4,1,1,stimuli/mouse_right.jpg,button,R,,,,,,,,
,,,,,,,,319462,001,2025-06-18_18h55.00.598,mouse,2025.1.1,Win32,59.88023952,10.8994,11.515,[-0.01481475830078125],[-0.03148150973849827],[1],[0],[0],[0.3992999999970195],1,1,5,0,1,stimuli/mouse_left.jpg,button,L,,,,,,,,
,,,,,,,,319462,001,2025-06-18_18h55.00.598,mouse,2025.1.1,Win32,59.88023952,11.5158,12.0991,[-0.01481475830078125],[-0.03148150973849827],[0],[0],[1],[0.366600000008944],1,2,6,3,1,stimuli/mouse_right.jpg,button,R,,,,,,,,
,,,,,,,,319462,001,2025-06-18_18h55.00.598,mouse,2025.1.1,Win32,59.88023952,12.0997,12.6324,[-0.01481475830078125],[-0.03148150973849827],[1],[0],[0],[0.31650000000000134],1,3,7,2,1,stimuli/mouse_left.jpg,button,L,,,,,,,,
,,,,,,,,319462,001,2025-06-18_18h55.00.598,mouse,2025.1.1,Win32,59.88023952,12.6331,13.1489,[-0.01481475830078125],[-0.03148150973849827],[0],[0],[1],[0.2988999999910611],2,0,8,1,1,stimuli/mouse_right.jpg,button,R,,,,,,,,
,,,,,,,,319462,001,2025-06-18_18h55.00.598,mouse,2025.1.1,Win32,59.88023952,13.1495,13.8162,[-0.01481475830078125],[-0.03148150973849827],[1],[0],[0],[0.46699999999999875],2,1,9,3,1,stimuli/mouse_right.jpg,button,R,,,,,,,,
,,,,,,,,319462,001,2025-06-18_18h55.00.598,mouse,2025.1.1,Win32,59.88023952,13.8174,14.433,[-0.01481475830078125],[-0.03148150973849827],[1],[0],[0],[0.4001000000089405],2,2,10,2,1,stimuli/mouse_left.jpg,button,L,,,,,,,,
