thisRow.t,notes,trial.started,image.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.006939699989743531,0.022468300012405962,0.022468300012405962,0.7597130999783985,[np.float64(-0.016666666666666666)],[np.float64(0.05)],[1],[0],[0],[0.7526202999870293],pilot,001,2025-06-17_21h13.43.202,mouse,,2025.1.1,60.14248958607972,2025-06-17 21h13.45.953983 +0200,
