thisRow.t,notes,profilepic.started,drawing_area.started,brush.started,start_button.started,mouse_5.started,profilepic.stopped,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.time,mouse_5.clicked_name,instructions.started,instrutions_text.started,mouse_3.started,instructions.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.time,instructions_post.started,instructions_mouse_2.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.004824699950404465,0.020427399955224246,0.020427399955224246,0.020427399955224246,1.006309699965641,3.776587899948936,"[np.float64(0.008333333333333333), np.float64(0.235), np.float64(0.011666666666666667)]","[np.float64(0.025), np.float64(-0.20166666666666666), np.float64(-0.4)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0.4693200999754481, 1.5829446999705397, 2.77010009996593]","[None, None, 'start_button']",,,,,,,,,,,,,pilot,001,2025-06-17_23h41.51.539,mouse,,2025.1.1,60.00650471971327,2025-06-17 23h41.54.379287 +0200,
,,,,,,,,,,,,,,,3.7767601999803446,3.7874634999898262,4.7885413999902084,4.906839199946262,[np.float64(-0.041666666666666664)],[np.float64(-0.08166666666666667)],[1],[0],[0],[0.13203859998611733],,,pilot,001,2025-06-17_23h41.51.539,mouse,,2025.1.1,60.00650471971327,2025-06-17 23h41.54.379287 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,4.906952099991031,4.920689299993683,,,,,,,,,
