thisRow.t,notes,trial.started,welcome.started,image.started,image.stopped,brush.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.010421100014355034,0.025249900005292147,0.025249900005292147,1.0280704000033438,2.007956500048749,,,,,,,,,
