thisRow.t,notes,profilepic.started,start_button.started,brush.started,drawing_area.started,mouse_5.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.01914509997004643,0.03492319997167215,0.03492319997167215,0.03492319997167215,1.0033993000397459,,,,,,,,,
