thisRow.t,notes,profilepic.started,drawing_area.started,brush.started,start_button.started,mouse_5.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.018325500015635043,0.03465480002341792,0.03465480002341792,0.03465480002341792,1.0035869000130333,,,,,,,,,
