4.1242 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
4.1252 	INFO 	Loaded monitor calibration from ['2025_06_17 20:17']
4.2155 	INFO 	Using renderer 'Intel(R) Iris(R) Xe Graphics' for graphics
4.2155 	INFO 	OpenGL version supported by driver is 4..
4.2263 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001CD8C4B2BC0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001CD8C4B2B60>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001CD8C57C490>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(1520.0), np.float64(780.0)], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
4.2264 	EXP 	window1: backgroundImage = ''
4.2264 	EXP 	window1: backgroundFit = 'none'
4.2409 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.2499 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.2590 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.2683 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.2775 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.2859 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.2948 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.3042 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.3128 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.3218 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.3310 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.3409 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.3506 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.3604 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.3698 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.3799 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.3900 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.3994 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4090 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4189 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4284 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4288 	DEBUG 	Uploading Texture Font fontname to graphics card
4.4330 	DEBUG 	Upload of Texture Font fontname complete
4.4471 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4569 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4665 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4668 	DEBUG 	Uploading Texture Font fontname to graphics card
4.4702 	DEBUG 	Upload of Texture Font fontname complete
4.4720 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
4.4720 	EXP 	window1: recordFrameIntervals = False
4.6397 	EXP 	window1: recordFrameIntervals = True
4.8234 	EXP 	Screen (0) actual frame rate measured at 60.08Hz
4.8235 	EXP 	window1: recordFrameIntervals = False
4.8384 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
