thisRow.t,notes,profilepic.started,start_button.started,brush.started,drawing_area.started,mouse_5.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.00994459999492392,0.022860099968966097,0.022860099968966097,0.022860099968966097,1.0101618000189774,,,,,,,,,
