thisRow.t,notes,profilepic.started,drawing_area.started,brush.started,start_button.started,text.started,mouse_5.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.019327900023199618,0.03555970004526898,0.03555970004526898,0.03555970004526898,0.03555970004526898,1.003931500017643,,,,,,,,,
