thisRow.t,notes,trial.started,welcome.started,brush.started,welcome.stopped,brush.stopped,trial.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.013729500002227724,0.02811649994691834,2.011743899958674,5.028175599989481,7.01228619995527,6.9989606000017375,pilot,001,2025-06-17_20h26.31.847,mouse,,2025.1.1,59.9660951699188,2025-06-17 20h26.36.409502 +0200,
