thisRow.t,notes,profilepic.started,start_button.started,drawing_area.started,brush.started,mouse_5.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.011114299995824695,0.024392199993599206,0.024392199993599206,0.024392199993599206,1.0120201000245288,,,,,,,,,
