3.9420 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
3.9426 	INFO 	Loaded monitor calibration from ['2025_06_17 20:17']
4.0311 	INFO 	Using renderer 'Intel(R) Iris(R) Xe Graphics' for graphics
4.0312 	INFO 	OpenGL version supported by driver is 4..
4.0405 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001F356682BF0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001F356682B90>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001F3567484C0>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(1520.0), np.float64(780.0)], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
4.0406 	EXP 	window1: backgroundImage = ''
4.0406 	EXP 	window1: backgroundFit = 'none'
4.0543 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.0634 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.0724 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.0815 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.0908 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.0995 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.1085 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.1183 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.1270 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.1360 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.1455 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.1549 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.1654 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.1753 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.1846 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.1936 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.2024 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.2113 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.2202 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.2292 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.2381 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.2385 	DEBUG 	Uploading Texture Font fontname to graphics card
4.2425 	DEBUG 	Upload of Texture Font fontname complete
4.2557 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.2653 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.2754 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.2757 	DEBUG 	Uploading Texture Font fontname to graphics card
4.2788 	DEBUG 	Upload of Texture Font fontname complete
4.2804 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
4.2804 	EXP 	window1: recordFrameIntervals = False
4.4436 	EXP 	window1: recordFrameIntervals = True
4.6274 	EXP 	Screen (0) actual frame rate measured at 60.30Hz
4.6274 	EXP 	window1: recordFrameIntervals = False
4.6388 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6483 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6575 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6678 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6776 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6872 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6965 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7060 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7158 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7255 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7258 	DEBUG 	Uploading Texture Font fontname to graphics card
4.7263 	DEBUG 	Upload of Texture Font fontname complete
5.0291 	INFO 	keyboard.Keyboard is using ptb backend.
5.0291 	EXP 	mouse: status = STARTED
5.0646 	EXP 	Created instrutions_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='instrutions_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
5.0780 	EXP 	Created instructions_mouse_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=np.False_, flipVert=np.False_, image='stimuli/mouse_none.jpg', interpolate=True, mask='stimuli/mouse_mask.jpg', maskParams=None, name='instructions_mouse_2', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
5.0817 	EXP 	Created mouse_none = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=np.False_, flipVert=np.False_, image='stimuli/mouse_none.jpg', interpolate=True, mask='stimuli/mouse_mask.jpg', maskParams=None, name='mouse_none', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
5.0852 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=np.False_, flipVert=np.False_, image='default.png', interpolate=True, mask='stimuli/mouse_mask.jpg', maskParams=None, name='image', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
5.0896 	EXP 	Created mouse_none_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=np.False_, flipVert=np.False_, image='stimuli/mouse_none.jpg', interpolate=True, mask='stimuli/mouse_mask.jpg', maskParams=None, name='mouse_none_2', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
5.0930 	EXP 	Created image_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=np.False_, flipVert=np.False_, image='default.png', interpolate=True, mask='stimuli/mouse_mask.jpg', maskParams=None, name='image_2', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
0.0333 	EXP 	instrutions_text: autoDraw = True
2.2025 	DATA 	Mouse: Left button down, pos=(408,305)
2.2176 	EXP 	instrutions_text: autoDraw = False
2.2176 	EXP 	instructions_mouse_2: autoDraw = True
2.2559 	DATA 	Mouse:  Left button up, pos=(408,305)
3.7038 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
3.7071 	DEBUG 	Read csv file with pandas: conditions.csv
3.7080 	DEBUG 	Clearing unnamed columns from conditions.csv
3.7082 	EXP 	Imported conditions.csv as conditions, 2 conditions, 1 params
3.7085 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'mouse_stim_side': 'stimuli/mouse_right.jpg', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
3.7165 	EXP 	instructions_mouse_2: autoDraw = False
3.7165 	EXP 	image: image = 'stimuli/mouse_right.jpg'
3.7165 	EXP 	mouse_none: autoDraw = True
3.9181 	EXP 	mouse_none: autoDraw = False
3.9181 	EXP 	image: autoDraw = True
4.3380 	DATA 	Mouse: Right button down, pos=(395,294)
4.3384 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'mouse_stim_side': 'stimuli/mouse_left.jpg', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
4.3504 	EXP 	mouse_none: autoDraw = False
4.3504 	EXP 	image: autoDraw = False
4.3504 	EXP 	image: image = 'stimuli/mouse_left.jpg'
4.3504 	EXP 	mouse_none: autoDraw = True
4.4058 	DATA 	Mouse:  Right button up, pos=(395,294)
4.5504 	EXP 	mouse_none: autoDraw = False
4.5504 	EXP 	image: autoDraw = True
4.8697 	DATA 	Mouse: Left button down, pos=(395,294)
4.8700 	EXP 	New trial (rep=1, index=0): <Trial 2 (0 in rep 1) data={'mouse_stim_side': 'stimuli/mouse_left.jpg', 'thisN': 2, 'thisTrialN': 0, 'thisRepN': 1}>
4.8835 	EXP 	mouse_none: autoDraw = False
4.8835 	EXP 	image: autoDraw = False
4.8835 	EXP 	image: image = 'stimuli/mouse_left.jpg'
4.8835 	EXP 	mouse_none: autoDraw = True
4.9382 	DATA 	Mouse:  Left button up, pos=(395,294)
5.0849 	EXP 	mouse_none: autoDraw = False
5.0849 	EXP 	image: autoDraw = True
5.3904 	DATA 	Mouse: Left button down, pos=(395,294)
5.3909 	EXP 	New trial (rep=1, index=1): <Trial 3 (1 in rep 1) data={'mouse_stim_side': 'stimuli/mouse_right.jpg', 'thisN': 3, 'thisTrialN': 1, 'thisRepN': 1}>
5.4003 	EXP 	mouse_none: autoDraw = False
5.4003 	EXP 	image: autoDraw = False
5.4003 	EXP 	image: image = 'stimuli/mouse_right.jpg'
5.4003 	EXP 	mouse_none: autoDraw = True
5.4709 	DATA 	Mouse:  Left button up, pos=(395,294)
5.6028 	EXP 	mouse_none: autoDraw = False
5.6028 	EXP 	image: autoDraw = True
5.8688 	DATA 	Mouse: Right button down, pos=(395,294)
5.8691 	EXP 	New trial (rep=2, index=0): <Trial 4 (0 in rep 2) data={'mouse_stim_side': 'stimuli/mouse_left.jpg', 'thisN': 4, 'thisTrialN': 0, 'thisRepN': 2}>
5.8835 	EXP 	mouse_none: autoDraw = False
5.8835 	EXP 	image: autoDraw = False
5.8835 	EXP 	image: image = 'stimuli/mouse_left.jpg'
