thisRow.t,notes,trial.started,welcome.started,image.started,image.stopped,brush.started,welcome.stopped,brush.stopped,trial.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.010654599987901747,0.03271989995846525,0.03271989995846525,1.0408478999743238,2.0087640999699943,5.041550699970685,7.012672399985604,6.998608099995181,pilot,001,2025-06-17_20h47.12.927,mouse,,2025.1.1,60.300792414605176,2025-06-17 20h47.16.026328 +0200,
