thisRow.t,notes,profilepic.started,drawing_area.started,brush.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.016492900031153113,0.03168160002678633,0.03168160002678633,,,,,,,,,
