thisRow.t,notes,trial.started,welcome.started,trial.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.012862100033089519,0.027807900041807443,5.014268400031142,pilot,001,2025-06-17_20h22.55.107,mouse,,2025.1.1,60.25904156913141,2025-06-17 20h22.58.258444 +0200,
