instructions.started,instructions.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.time,participant,session,date,expName,psychopyVersion,OS,frameRate,trial.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,mouse_stim_side,stim_type,stim_side,thank_you.started,thank_you.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.time
0.0001,4.6956,[-0.02463060461956522],[-0.019951596467391305],[1],[0],[0],[3.6835000000000004],651748,001,2025-06-18_22h55.07.290,mouse,2025.1.1,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,651748,001,2025-06-18_22h55.07.290,mouse,2025.1.1,MacIntel,60.24096386,4.7023,5.5455,[0.046514096467391304],[0.08651069972826086],[1],[0],[0],[0.6331999999284736],0,0,0,1,1,stimuli/mouse_right.jpg,button,R,,,,,,,,
,,,,,,,,651748,001,2025-06-18_22h55.07.290,mouse,2025.1.1,MacIntel,60.24096386,5.5461,6.112,[0.046514096467391304],[0.08651069972826086],[1],[0],[0],[0.3493999999761588],0,1,1,3,1,stimuli/mouse_right.jpg,button,R,,,,,,,,
,,,,,,,,651748,001,2025-06-18_22h55.07.290,mouse,2025.1.1,MacIntel,60.24096386,6.1125,6.9457,[-0.055600373641304345],[0.08956351902173913],[1],[0],[0],[0.6167000000476843],0,2,2,2,1,stimuli/mouse_left.jpg,button,L,,,,,,,,
,,,,,,,,651748,001,2025-06-18_22h55.07.290,mouse,2025.1.1,MacIntel,60.24096386,6.9463,7.612,[-0.07157778532608695],[0.08757218070652174],[1],[0],[0],[0.44979999995231523],0,3,3,0,1,stimuli/mouse_left.jpg,button,L,,,,,,,,
,,,,,,,,651748,001,2025-06-18_22h55.07.290,mouse,2025.1.1,MacIntel,60.24096386,7.6125,8.3287,[0.04123216711956522],[0.10095957880434783],[1],[0],[0],[0.5158000000715255],1,0,4,3,1,stimuli/mouse_right.jpg,button,R,,,,,,,,
,,,,,,,,651748,001,2025-06-18_22h55.07.290,mouse,2025.1.1,MacIntel,60.24096386,8.3292,9.2286,[-0.06375254755434782],[0.10477241847826087],[1],[0],[0],[0.6823000000715229],1,1,5,0,1,stimuli/mouse_left.jpg,button,L,,,,,,,,
,,,,,,,,651748,001,2025-06-18_22h55.07.290,mouse,2025.1.1,MacIntel,60.24096386,9.2291,10.0116,[0.023386548913043478],[0.10986328125],[1],[0],[0],[0.5652000000476853],1,2,6,1,1,stimuli/mouse_right.jpg,button,R,,,,,,,,
,,,,,,,,651748,001,2025-06-18_22h55.07.290,mouse,2025.1.1,MacIntel,60.24096386,10.0121,10.8285,[-0.06308169157608695],[0.09487516983695653],[1],[0],[0],[0.6162000000476837],1,3,7,2,1,stimuli/mouse_left.jpg,button,L,,,,,,,,
,,,,,,,,651748,001,2025-06-18_22h55.07.290,mouse,2025.1.1,MacIntel,60.24096386,10.8289,11.4952,[-0.06308169157608695],[0.09487516983695653],[1],[0],[0],[0.4664000000953692],2,0,8,0,1,stimuli/mouse_left.jpg,button,L,,,,,,,,
,,,,,,,,651748,001,2025-06-18_22h55.07.290,mouse,2025.1.1,MacIntel,60.24096386,11.4958,12.5287,[0.023029891304347825],[0.08873980978260869],[0],[0],[1],[0.8165000000000013],2,1,9,3,1,stimuli/mouse_right.jpg,button,R,,,,,,,,
,,,,,,,,651748,001,2025-06-18_22h55.07.290,mouse,2025.1.1,MacIntel,60.24096386,12.5291,13.2619,[0.0291015625],[0.08440472146739131],[0],[0],[1],[0.5163999999761586],2,2,10,1,1,stimuli/mouse_right.jpg,button,R,,,,,,,,
,,,,,,,,651748,001,2025-06-18_22h55.07.290,mouse,2025.1.1,MacIntel,60.24096386,13.2622,14.012,[-0.09957540760869565],[0.10137567934782608],[1],[0],[0],[0.5491999999284722],2,3,11,2,1,stimuli/mouse_left.jpg,button,L,,,,,,,,
,,,,,,,,651748,001,2025-06-18_22h55.07.290,mouse,2025.1.1,MacIntel,60.24096386,14.0123,14.7452,[-0.054695991847826086],[0.10373216711956522],[1],[0],[0],[0.5162999999523166],3,0,12,2,1,stimuli/mouse_left.jpg,button,L,,,,,,,,
,,,,,,,,651748,001,2025-06-18_22h55.07.290,mouse,2025.1.1,MacIntel,60.24096386,14.7454,15.3451,[-0.048140285326086954],[0.0927139945652174],[1],[0],[0],[0.3833000000715252],3,1,13,0,1,stimuli/mouse_left.jpg,button,L,,,,,,,,
,,,,,,,,651748,001,2025-06-18_22h55.07.290,mouse,2025.1.1,MacIntel,60.24096386,15.3457,16.1452,[0.0392578125],[0.11828719429347827],[0],[0],[1],[0.5824999999999996],3,2,14,1,1,stimuli/mouse_right.jpg,button,R,,,,,,,,
,,,,,,,,651748,001,2025-06-18_22h55.07.290,mouse,2025.1.1,MacIntel,60.24096386,16.1454,16.7785,[0.04228515625],[0.11620244565217391],[0],[0],[1],[0.4163999999761572],3,3,15,3,1,stimuli/mouse_right.jpg,button,R,,,,,,,,
,,,,,,,,651748,001,2025-06-18_22h55.07.290,mouse,2025.1.1,MacIntel,60.24096386,16.7789,17.4619,[-0.06689028532608696],[0.09577955163043478],[1],[0],[0],[0.48269999992847445],4,0,16,2,1,stimuli/mouse_left.jpg,button,L,,,,,,,,
,,,,,,,,651748,001,2025-06-18_22h55.07.290,mouse,2025.1.1,MacIntel,60.24096386,17.4624,18.2285,[0.10349864130434783],[0.10914572010869565],[0],[0],[1],[0.5493999999761563],4,1,17,3,1,stimuli/mouse_right.jpg,button,R,,,,,,,,
,,,,,,,,651748,001,2025-06-18_22h55.07.290,mouse,2025.1.1,MacIntel,60.24096386,18.2289,19.0285,[0.10068359375],[0.10366423233695653],[0],[0],[1],[0.5837999999523156],4,2,18,1,1,stimuli/mouse_right.jpg,button,R,,,,,,,,
,,,,,,,,651748,001,2025-06-18_22h55.07.290,mouse,2025.1.1,MacIntel,60.24096386,19.0288,19.6451,[-0.02817170516304348],[0.09174592391304348],[1],[0],[0],[0.41600000000000037],4,3,19,0,1,stimuli/mouse_left.jpg,button,L,,,,,,,,
,,,,,,,,651748,001,2025-06-18_22h55.07.290,mouse,2025.1.1,MacIntel,60.24096386,,,,,,,,,,,,,,,,,19.6454,21.0953,[0.053125],[-0.10751528532608695],[1],[0],[0],[0.449800000071523]
