instructions.started,instructions.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.time,participant,session,date,expName,psychopyVersion,OS,frameRate,trial.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,mouse_stim_side,stim_type,stim_side,thank_you.started,thank_you.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.time
0.0002,2.2146,[0.06759259259259259],[-0.11481481481481481],[1],[0],[0],[1.201099999994038],508853,001,2025-06-18_16h54.57.015,mouse,2025.1.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,508853,001,2025-06-18_16h54.57.015,mouse,2025.1.1,Win32,59.88023952,2.2173,3.0463,[0.06759259259259259],[0.09814814814814815],[0],[0],[1],[0.615699999988081],0,0,0,3,1,stimuli/mouse_right.jpg,button,R,,,,,,,,
,,,,,,,,508853,001,2025-06-18_16h54.57.015,mouse,2025.1.1,Win32,59.88023952,3.0471,3.8136,[0.06759259259259259],[0.09814814814814815],[0],[0],[1],[0.5509000000059601],0,1,1,1,1,stimuli/mouse_right.jpg,button,R,,,,,,,,
,,,,,,,,508853,001,2025-06-18_16h54.57.015,mouse,2025.1.1,Win32,59.88023952,3.8144,4.6128,[0.016666666666666666],[0.0787037037037037],[1],[0],[0],[0.5825999999940414],0,2,2,0,1,stimuli/mouse_left.jpg,button,L,,,,,,,,
,,,,,,,,508853,001,2025-06-18_16h54.57.015,mouse,2025.1.1,Win32,59.88023952,4.6136,5.3461,[-0.028703703703703703],[0.07314814814814814],[1],[0],[0],[0.5168000000119193],0,3,3,2,1,stimuli/mouse_left.jpg,button,L,,,,,,,,
,,,,,,,,508853,001,2025-06-18_16h54.57.015,mouse,2025.1.1,Win32,59.88023952,5.3471,6.0127,[-0.028703703703703703],[0.07314814814814814],[1],[0],[0],[0.46619999998808126],1,0,4,0,1,stimuli/mouse_left.jpg,button,L,,,,,,,,
,,,,,,,,508853,001,2025-06-18_16h54.57.015,mouse,2025.1.1,Win32,59.88023952,6.0131,6.7472,[-0.005555555555555556],[0.07685185185185185],[0],[0],[1],[0.51740000000596],1,1,5,1,1,stimuli/mouse_right.jpg,button,R,,,,,,,,
,,,,,,,,508853,001,2025-06-18_16h54.57.015,mouse,2025.1.1,Win32,59.88023952,6.7478,7.4294,[0.012962962962962963],[0.07685185185185185],[0],[0],[1],[0.4664999999999999],1,2,6,3,1,stimuli/mouse_right.jpg,button,R,,,,,,,,
,,,,,,,,508853,001,2025-06-18_16h54.57.015,mouse,2025.1.1,Win32,59.88023952,7.43,8.2125,[-0.018518518518518517],[0.07314814814814814],[1],[0],[0],[0.5658000000119188],1,3,7,2,1,stimuli/mouse_left.jpg,button,L,,,,,,,,
,,,,,,,,508853,001,2025-06-18_16h54.57.015,mouse,2025.1.1,Win32,59.88023952,8.2132,8.9959,[0.03888888888888889],[0.07592592592592592],[0],[0],[1],[0.5663000000119212],2,0,8,3,1,stimuli/mouse_right.jpg,button,R,,,,,,,,
,,,,,,,,508853,001,2025-06-18_16h54.57.015,mouse,2025.1.1,Win32,59.88023952,8.9965,9.6957,[0.053703703703703705],[0.07592592592592592],[0],[0],[1],[0.4830999999940424],2,1,9,1,1,stimuli/mouse_right.jpg,button,R,,,,,,,,
,,,,,,,,508853,001,2025-06-18_16h54.57.015,mouse,2025.1.1,Win32,59.88023952,9.6965,10.4956,[-0.08796296296296297],[0.06944444444444445],[1],[0],[0],[0.5829000000059601],2,2,10,0,1,stimuli/mouse_left.jpg,button,L,,,,,,,,
,,,,,,,,508853,001,2025-06-18_16h54.57.015,mouse,2025.1.1,Win32,59.88023952,10.496,11.1291,[-0.08611111111111111],[0.06944444444444445],[1],[0],[0],[0.4166999999880794],2,3,11,2,1,stimuli/mouse_left.jpg,button,L,,,,,,,,
,,,,,,,,508853,001,2025-06-18_16h54.57.015,mouse,2025.1.1,Win32,59.88023952,11.1297,11.8959,[0.020370370370370372],[0.09074074074074075],[0],[0],[1],[0.5495000000000019],3,0,12,3,1,stimuli/mouse_right.jpg,button,R,,,,,,,,
,,,,,,,,508853,001,2025-06-18_16h54.57.015,mouse,2025.1.1,Win32,59.88023952,11.8965,12.5122,[0.03611111111111111],[0.09074074074074075],[0],[0],[1],[0.3996999999880799],3,1,13,1,1,stimuli/mouse_right.jpg,button,R,,,,,,,,
,,,,,,,,508853,001,2025-06-18_16h54.57.015,mouse,2025.1.1,Win32,59.88023952,12.5126,13.2455,[-0.08148148148148149],[0.07314814814814814],[1],[0],[0],[0.5160999999940401],3,2,14,0,1,stimuli/mouse_left.jpg,button,L,,,,,,,,
,,,,,,,,508853,001,2025-06-18_16h54.57.015,mouse,2025.1.1,Win32,59.88023952,13.246,13.9121,[-0.04351851851851852],[0.07037037037037037],[1],[0],[0],[0.4499999999999993],3,3,15,2,1,stimuli/mouse_left.jpg,button,L,,,,,,,,
,,,,,,,,508853,001,2025-06-18_16h54.57.015,mouse,2025.1.1,Win32,59.88023952,13.9126,14.5957,[-0.07222222222222222],[0.06759259259259259],[1],[0],[0],[0.48329999998211903],4,0,16,2,1,stimuli/mouse_left.jpg,button,L,,,,,,,,
,,,,,,,,508853,001,2025-06-18_16h54.57.015,mouse,2025.1.1,Win32,59.88023952,14.5962,15.312,[0.053703703703703705],[0.08055555555555556],[0],[0],[1],[0.49880000001192215],4,1,17,1,1,stimuli/mouse_right.jpg,button,R,,,,,,,,
,,,,,,,,508853,001,2025-06-18_16h54.57.015,mouse,2025.1.1,Win32,59.88023952,15.3134,16.0623,[-0.14444444444444443],[0.08888888888888889],[1],[0],[0],[0.5330999999940396],4,2,18,0,1,stimuli/mouse_left.jpg,button,L,,,,,,,,
,,,,,,,,508853,001,2025-06-18_16h54.57.015,mouse,2025.1.1,Win32,59.88023952,16.063,16.7787,[0.07037037037037037],[0.09259259259259259],[0],[0],[1],[0.49969999998808134],4,3,19,3,1,stimuli/mouse_right.jpg,button,R,,,,,,,,
,,,,,,,,508853,001,2025-06-18_16h54.57.015,mouse,2025.1.1,Win32,59.88023952,,,,,,,,,,,,,,,,,16.779,18.4632,[0.09444444444444444],[-0.062037037037037036],[1],[0],[0],[0.684000000000001]
