thisRow.t,notes,trial.started,welcome.started,brush.started,welcome.stopped,brush.stopped,trial.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.0058929999941028655,0.021104699990246445,2.004060200008098,5.021306000009645,7.004273700003978,6.989286500029266,pilot,001,2025-06-17_20h25.26.062,mouse,,2025.1.1,60.23229186559127,2025-06-17 20h25.28.867884 +0200,
