thisRow.t,notes,profilepic.started,drawing_area.started,brush.started,start_button.started,mouse_5.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.017227599979378283,0.029788199986796826,0.029788199986796826,0.029788199986796826,0.9990819999948144,,,,,,,,,
