thisRow.t,notes,profilepic.started,drawing_area.started,brush.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.010040000022854656,0.026167800009716302,0.026167800009716302,,,,,,,,,
