thisRow.t,notes,trial.started,welcome.started,trial.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.01518629997735843,0.030413099972065538,5.0012885999749415,pilot,001,2025-06-17_20h20.53.531,mouse,,2025.1.1,59.89752731097364,2025-06-17 20h20.56.257135 +0200,
