thisRow.t,notes,profilepic.started,start_button.started,brush.started,drawing_area.started,mouse_5.started,profilepic.stopped,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.time,mouse_5.clicked_name,instructions.started,instrutions_text.started,mouse_3.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.017053799994755536,0.032510100048966706,0.032510100048966706,0.032510100048966706,1.002222899987828,1.9688207000144757,"[np.float64(-0.05), np.float64(-0.016666666666666666)]","[np.float64(0.07), np.float64(0.006666666666666667)]","[1, 1]","[0, 0]","[0, 0]","[0.6004991999943741, 0.9664755000267178]","[None, 'start_button']",,,,pilot,001,2025-06-17_23h39.08.386,mouse,,2025.1.1,59.9081847144029,2025-06-17 23h39.10.862688 +0200,
,,,,,,,,,,,,,,,1.9689218000276014,1.9820891999988817,2.9821209000074305,,,,,,,,,
