2.6622 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
2.6627 	INFO 	Loaded monitor calibration from ['2025_06_17 20:17']
2.7527 	INFO 	Using renderer 'Intel(R) Iris(R) Xe Graphics' for graphics
2.7527 	INFO 	OpenGL version supported by driver is 4..
2.7631 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002B13CB69B10>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002B13CB69AB0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002B13CC173A0>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(1520.0), np.float64(780.0)], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
2.7632 	EXP 	window1: backgroundImage = ''
2.7632 	EXP 	window1: backgroundFit = 'none'
2.7768 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.7861 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.7956 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.8052 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.8150 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.8245 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.8330 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.8424 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.8508 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.8598 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.8686 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.8780 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.8874 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.8962 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.9059 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.9164 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.9262 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.9357 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.9448 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.9542 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.9635 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.9638 	DEBUG 	Uploading Texture Font fontname to graphics card
2.9679 	DEBUG 	Upload of Texture Font fontname complete
2.9818 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.9915 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.0008 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.0011 	DEBUG 	Uploading Texture Font fontname to graphics card
3.0044 	DEBUG 	Upload of Texture Font fontname complete
3.0061 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
3.0061 	EXP 	window1: recordFrameIntervals = False
3.1736 	EXP 	window1: recordFrameIntervals = True
3.4062 	EXP 	Screen (0) actual frame rate measured at 59.84Hz
3.4062 	EXP 	window1: recordFrameIntervals = False
3.4208 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.4294 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.4398 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.4494 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.4591 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.4679 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.4763 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.4852 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.4946 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.5041 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.5044 	DEBUG 	Uploading Texture Font fontname to graphics card
3.5048 	DEBUG 	Upload of Texture Font fontname complete
3.7367 	INFO 	keyboard.Keyboard is using ptb backend.
3.7368 	EXP 	mouse: status = STARTED
3.7528 	EXP 	Created mouse_none = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=np.False_, flipVert=np.False_, image='stimuli/mouse_none.jpg', interpolate=True, mask='stimuli/mouse_mask.jpg', maskParams=None, name='mouse_none', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
