thisRow.t,notes,profilepic.started,start_button.started,brush.started,drawing_area.started,mouse_5.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.014877199952024966,0.029907199961598963,0.029907199961598963,0.029907199961598963,0.9994773999787867,,,,,,,,,
